SourceCustomerID,CustomerID,SimilarityScore
C0021,C0101,0.9788469259861908
C0021,C0090,0.9329512419342391
C0022,C0200,0.9952903885277926
C0022,C0093,0.9409999297621284
C0022,C0145,0.9110300574150975
C0023,C0057,0.9609553821316292
C0023,C0064,0.9316726718287893
C0023,C0081,0.8546805240768278
C0024,C0194,0.9958090072052911
C0024,C0139,0.9930661197785677
C0024,C0117,0.9629611370122076
C0025,C0031,0.983428887989934
C0025,C0151,0.9616306840796702
C0025,C0052,0.9608716362582598
C0026,C0154,0.9919996434469233
C0026,C0072,0.9714485658383931
C0026,C0055,0.9658115501088684
C0027,C0142,0.9895136607520102
C0027,C0193,0.9807679514378566
C0027,C0177,0.9540969588453635
C0028,C0045,0.9941592037036
C0028,C0054,0.9881357671867254
C0028,C0162,0.9403110627887293
C0029,C0144,0.984106422871561
C0029,C0176,0.9709976795192273
C0029,C0030,0.9324553684147291
C0030,C0176,0.9917252658195475
C0030,C0098,0.9691174322207269
C0030,C0029,0.9324553684147291
C0031,C0076,0.9914050679602757
C0031,C0052,0.9890855780321208
C0031,C0025,0.983428887989934
C0032,C0071,0.9891998215201968
C0032,C0085,0.9112456875858307
C0032,C0151,0.8446896148752738
C0033,C0058,0.9972093404229732
C0033,C0144,0.9516026658723439
C0033,C0042,0.9139924896925187
C0034,C0049,0.9702495233351784
C0034,C0098,0.9522270648288879
C0034,C0030,0.895391867621931
C0035,C0157,0.9765596069492719
C0035,C0055,0.9741020086545518
C0035,C0050,0.9662952068485141
C0036,C0131,0.9964693140293184
C0036,C0094,0.9790005619996152
C0036,C0015,0.9669115180242005
C0037,C0179,0.9756345161839329
C0037,C0170,0.9730163418131128
C0037,C0100,0.9714521590525529
C0038,C0160,0.9902250740937827
C0038,C0189,0.9762742410597581
C0038,C0079,0.8287394756031013
C0039,C0148,0.9453103921618365
C0039,C0091,0.9290409289899059
C0039,C0181,0.9162821668352582
C0040,C0092,0.9400580586805495
C0040,C0056,0.93389608834157
C0040,C0106,0.8732150176594842
C0041,C0075,0.9738112534517914
C0041,C0017,0.9657065314849451
C0041,C0156,0.8817454983654806
C0042,C0144,0.9398086724200685
C0042,C0058,0.9263706067716533
C0042,C0029,0.9209891236833148
C0043,C0123,0.9884641672057994
C0043,C0078,0.9784269373171761
C0043,C0177,0.9331387320523227
C0044,C0074,0.9945286969081123
C0044,C0135,0.9608775639531583
C0044,C0167,0.9518412892401111
C0045,C0028,0.9941592037036
C0045,C0162,0.9702342558944633
C0045,C0054,0.9668694846048934
C0046,C0122,0.9859334495214546
C0046,C0018,0.9804062796596844
C0046,C0156,0.9383195810686998
C0047,C0116,0.975046479230243
C0047,C0024,0.9525175979035638
C0047,C0139,0.9498967671893812
C0048,C0001,0.9819633019307646
C0048,C0184,0.9784636787766446
C0048,C0181,0.925156892075395
C0049,C0034,0.9702495233351784
C0049,C0098,0.921072335917778
C0049,C0030,0.9207864384644472
C0050,C0035,0.9662952068485141
C0050,C0154,0.9304372446172751
C0050,C0055,0.9135996474382789
C0051,C0114,0.989027260734934
C0051,C0105,0.9741152743923732
C0051,C0188,0.7653832995272448
C0052,C0076,0.9931968736400736
C0052,C0031,0.9890855780321208
C0052,C0025,0.9608716362582598
C0053,C0149,0.9440073353056295
C0053,C0141,0.8593291662097576
C0053,C0099,0.771940649742283
C0054,C0028,0.9881357671867254
C0054,C0045,0.9668694846048934
C0054,C0188,0.8888565645464902
C0055,C0072,0.9923261293979548
C0055,C0035,0.9741020086545518
C0055,C0026,0.9658115501088684
C0056,C0106,0.989313655171744
C0056,C0092,0.9746598760214249
C0056,C0040,0.93389608834157
C0057,C0023,0.9609553821316292
C0057,C0064,0.9395289179651907
C0057,C0017,0.9298816181979748
C0058,C0033,0.9972093404229732
C0058,C0144,0.9387839675301717
C0058,C0042,0.9263706067716533
C0059,C0065,0.9774134507403467
C0059,C0156,0.8710452624028371
C0059,C0104,0.8581353700729241
C0060,C0014,0.9993796306016353
C0060,C0089,0.8855385547108799
C0060,C0097,0.8843685403511186
C0061,C0103,0.9948582292314467
C0061,C0062,0.97555127138926
C0061,C0198,0.9686789989380407
C0062,C0061,0.97555127138926
C0062,C0103,0.9680292864049632
C0062,C0009,0.9583454074311181
C0063,C0132,0.979698069993437
C0063,C0121,0.9703324334813987
C0063,C0167,0.965705353823088
C0064,C0081,0.9758174344402455
C0064,C0057,0.9395289179651907
C0064,C0070,0.933386616693306
C0065,C0059,0.9774134507403467
C0065,C0156,0.9225070660414728
C0065,C0104,0.871462181442771
C0066,C0127,0.9573442700021542
C0066,C0069,0.9407458648695189
C0066,C0199,0.8233966783824918
C0067,C0183,0.9709612281785406
C0067,C0098,0.9386188831958563
C0067,C0016,0.9006034510639328
C0068,C0156,0.8671299151693107
C0068,C0065,0.8656732608440396
C0068,C0028,0.8561853474695802
C0069,C0127,0.9865261134485591
C0069,C0199,0.9587346765773489
C0069,C0197,0.9549215283764709
C0070,C0135,0.9760860433662333
C0070,C0081,0.9613301072595626
C0070,C0019,0.943145179581603
C0071,C0032,0.9891998215201968
C0071,C0085,0.9509259903933228
C0071,C0191,0.8560960452417393
C0072,C0055,0.9923261293979548
C0072,C0026,0.9714485658383931
C0072,C0154,0.9389056824545525
C0073,C0019,0.9950125509991555
C0073,C0132,0.9851384240814461
C0073,C0167,0.9793735851232231
C0074,C0044,0.9945286969081123
C0074,C0135,0.9814172056870543
C0074,C0167,0.9717934386293515
C0075,C0041,0.9738112534517914
C0075,C0017,0.9601390077693512
C0075,C0165,0.9072147578732058
C0076,C0052,0.9931968736400736
C0076,C0031,0.9914050679602757
C0076,C0025,0.952023251307678
C0077,C0083,0.9862861268865918
C0077,C0150,0.9666984331682307
C0077,C0129,0.9373466360172835
C0078,C0123,0.9957157049633718
C0078,C0043,0.9784269373171761
C0078,C0177,0.8842175338650335
C0079,C0160,0.854242115190812
C0079,C0038,0.8287394756031013
C0079,C0189,0.8215734025140149
C0080,C0128,0.9991233940143182
C0080,C0110,0.9982470780318246
C0080,C0097,0.9932454486590462
C0081,C0064,0.9758174344402455
C0081,C0070,0.9613301072595626
C0081,C0057,0.9210066934415949
C0082,C0087,0.9937518636424804
C0082,C0165,0.9426777418934746
C0082,C0004,0.9367845329357295
C0083,C0150,0.9956472868786019
C0083,C0077,0.9862861268865918
C0083,C0129,0.9095003869551906
C0084,C0162,0.9954069568860626
C0084,C0045,0.9471717192796539
C0084,C0028,0.9077329059511194
C0085,C0071,0.9509259903933228
C0085,C0118,0.9290211535357157
C0085,C0191,0.9254471725185787
C0086,C0166,0.9704070594953043
C0086,C0164,0.9382851702478828
C0086,C0172,0.9371830584082579
C0087,C0082,0.9937518636424804
C0087,C0004,0.9674980795144096
C0087,C0165,0.9563842887887798
C0088,C0002,0.9969797125397819
C0088,C0092,0.9577817437283617
C0088,C0056,0.9186236203392615
C0089,C0172,0.9551731052355247
C0089,C0164,0.9526919419498657
C0089,C0166,0.9297227852850733
C0090,C0021,0.9329512419342391
C0090,C0161,0.9128092885685055
C0090,C0101,0.9039827754824796
C0091,C0039,0.9290409289899059
C0091,C0181,0.9029447725199864
C0091,C0190,0.8505159882580151
C0092,C0056,0.9746598760214249
C0092,C0088,0.9577817437283617
C0092,C0106,0.9453756563814132
C0093,C0145,0.9950345924886379
C0093,C0143,0.9880222545066836
C0093,C0200,0.9689393959367939
C0094,C0036,0.9790005619996152
C0094,C0131,0.9631579638903702
C0094,C0015,0.9452284020178181
C0095,C0130,0.9897628110014577
C0095,C0112,0.976499617647593
C0095,C0192,0.9729715605540643
C0096,C0148,0.9744518103409331
C0096,C0188,0.9587112466254121
C0096,C0102,0.9470172451569865
C0097,C0128,0.996173805283471
C0097,C0080,0.9932454486590462
C0097,C0110,0.9918354950855192
C0098,C0030,0.9691174322207269
C0098,C0034,0.9522270648288879
C0098,C0183,0.9395452463125689
C0099,C0013,0.9859918517886906
C0099,C0108,0.9098503601669589
C0099,C0141,0.880426715287855
C0100,C0170,0.9949261031196656
C0100,C0196,0.9805143771139604
C0100,C0037,0.9714521590525529
C0101,C0173,0.998579107066021
C0101,C0021,0.9788469259861908
C0101,C0175,0.9678794388333305
C0102,C0188,0.9881030970592226
C0102,C0148,0.9827019758254414
C0102,C0096,0.9470172451569865
C0103,C0061,0.9948582292314467
C0103,C0062,0.9680292864049632
C0103,C0198,0.9387753867409252
C0104,C0163,0.9902864522140967
C0104,C0012,0.971599685888965
C0104,C0113,0.9292057936150842
C0105,C0051,0.9741152743923732
C0105,C0114,0.9675003434614902
C0105,C0127,0.7217881168971785
C0106,C0056,0.989313655171744
C0106,C0134,0.946361789255134
C0106,C0092,0.9453756563814132
C0107,C0133,0.9554573367823914
C0107,C0129,0.8567110551287398
C0107,C0108,0.8328714802100087
C0108,C0013,0.961011434215197
C0108,C0099,0.9098503601669589
C0108,C0107,0.8328714802100087
C0109,C0156,0.8561651806091604
C0109,C0065,0.8414732569385329
C0109,C0165,0.8256776465500777
C0110,C0128,0.9990074985139933
C0110,C0080,0.9982470780318246
C0110,C0097,0.9918354950855192
C0111,C0010,0.9244011766626448
C0111,C0062,0.7389190521016192
C0111,C0149,0.6676267876191552
C0112,C0192,0.9995221199988241
C0112,C0120,0.9876054375439597
C0112,C0095,0.976499617647593
C0113,C0012,0.9713071153466543
C0113,C0163,0.9454820699678406
C0113,C0195,0.929399631683095
C0114,C0051,0.989027260734934
C0114,C0105,0.9675003434614902
C0114,C0054,0.8081282796964211
C0115,C0007,0.983673570134625
C0115,C0146,0.9831651333149625
C0115,C0005,0.9456097806944667
C0116,C0125,0.9910683188241961
C0116,C0047,0.975046479230243
C0116,C0185,0.9485919875014437
C0117,C0139,0.9861617570386096
C0117,C0194,0.9729012474411223
C0117,C0024,0.9629611370122076
C0118,C0137,0.99342880616499
C0118,C0191,0.9808358391554591
C0118,C0174,0.9551360364303297
C0119,C0197,0.9712753538680875
C0119,C0199,0.9695130625913867
C0119,C0069,0.8737343236811003
C0120,C0192,0.9911617644947434
C0120,C0112,0.9876054375439597
C0120,C0095,0.9347445663768871
C0121,C0132,0.9799673781170237
C0121,C0063,0.9703324334813987
C0121,C0073,0.9624078132142722
C0122,C0018,0.9920238534027481
C0122,C0046,0.9859334495214546
C0122,C0194,0.8955290129374226
C0123,C0078,0.9957157049633718
C0123,C0043,0.9884641672057994
C0123,C0177,0.9235450183797208
C0124,C0182,0.9594043327744156
C0124,C0170,0.9095965783516659
C0124,C0037,0.8934418276308469
C0125,C0116,0.9910683188241961
C0125,C0185,0.9814533735614038
C0125,C0047,0.9453818158444175
C0126,C0006,0.9873781676878249
C0126,C0168,0.9839961700059182
C0126,C0187,0.9781513134276968
C0127,C0069,0.9865261134485591
C0127,C0066,0.9573442700021542
C0127,C0199,0.9029049668536739
C0128,C0080,0.9991233940143182
C0128,C0110,0.9990074985139933
C0128,C0097,0.996173805283471
C0129,C0133,0.9669793672648406
C0129,C0077,0.9373466360172835
C0129,C0083,0.9095003869551906
C0130,C0095,0.9897628110014577
C0130,C0112,0.9357447822517836
C0130,C0192,0.9302547185524251
C0131,C0036,0.9964693140293184
C0131,C0015,0.9786851288980469
C0131,C0094,0.9631579638903702
C0132,C0167,0.9922510644968595
C0132,C0073,0.9851384240814461
C0132,C0121,0.9799673781170237
C0133,C0129,0.9669793672648406
C0133,C0107,0.9554573367823914
C0133,C0077,0.8294317889803052
C0134,C0106,0.946361789255134
C0134,C0056,0.892852442616167
C0134,C0088,0.8000439474325556
C0135,C0074,0.9814172056870543
C0135,C0070,0.9760860433662333
C0135,C0044,0.9608775639531583
C0136,C0138,0.8808003636464145
C0136,C0175,0.7666208037597241
C0136,C0113,0.7647105480184431
C0137,C0118,0.99342880616499
C0137,C0191,0.9921893057651245
C0137,C0174,0.9798679177477793
C0138,C0136,0.8808003636464145
C0138,C0059,0.7790875336063109
C0138,C0054,0.7774525551795144
C0139,C0024,0.9930661197785677
C0139,C0194,0.9916886934030951
C0139,C0117,0.9861617570386096
C0140,C0005,0.9914576584599086
C0140,C0186,0.9889316692339528
C0140,C0146,0.9687049585108898
C0141,C0099,0.880426715287855
C0141,C0054,0.8649570126588283
C0141,C0053,0.8593291662097576
C0142,C0027,0.9895136607520102
C0142,C0177,0.9754940092066807
C0142,C0193,0.9653784558127235
C0143,C0145,0.9982911303712648
C0143,C0093,0.9880222545066836
C0143,C0200,0.923893963325461
C0144,C0029,0.984106422871561
C0144,C0033,0.9516026658723439
C0144,C0042,0.9398086724200685
C0145,C0143,0.9982911303712648
C0145,C0093,0.9950345924886379
C0145,C0200,0.9446468838625629
C0146,C0007,0.9999960694525919
C0146,C0005,0.9874625390454319
C0146,C0115,0.9831651333149625
C0147,C0174,0.9746933111288828
C0147,C0011,0.9497629219835425
C0147,C0191,0.943846132926882
C0148,C0102,0.9827019758254414
C0148,C0096,0.9744518103409331
C0148,C0188,0.963708989046189
C0149,C0053,0.9440073353056295
C0149,C0111,0.6676267876191552
C0149,C0141,0.6572454225048991
C0150,C0083,0.9956472868786019
C0150,C0077,0.9666984331682307
C0150,C0129,0.8862454357582178
C0151,C0025,0.9616306840796702
C0151,C0031,0.8984740389272176
C0151,C0060,0.8683458809249993
C0152,C0158,0.9879355333216228
C0152,C0052,0.9503259988741979
C0152,C0076,0.9247463903425298
C0153,C0155,0.9858773834327812
C0153,C0171,0.9740549120835938
C0153,C0169,0.9687306467203671
C0154,C0026,0.9919996434469233
C0154,C0055,0.9430383902935691
C0154,C0072,0.9389056824545525
C0155,C0153,0.9858773834327812
C0155,C0171,0.9853835290108565
C0155,C0087,0.9527737965882905
C0156,C0046,0.9383195810686998
C0156,C0065,0.9225070660414728
C0156,C0165,0.9106394941623194
C0157,C0035,0.9765596069492719
C0157,C0055,0.9350080358112943
C0157,C0050,0.906495789043008
C0158,C0152,0.9879355333216228
C0158,C0052,0.9021768102388134
C0158,C0076,0.8603375370224046
C0159,C0178,0.9802579609980114
C0159,C0110,0.9563290822881122
C0159,C0080,0.9481416455690624
C0160,C0038,0.9902250740937827
C0160,C0189,0.9409569338384312
C0160,C0079,0.854242115190812
C0161,C0027,0.9532159761413358
C0161,C0193,0.942197413395749
C0161,C0090,0.9128092885685055
C0162,C0084,0.9954069568860626
C0162,C0045,0.9702342558944633
C0162,C0028,0.9403110627887293
C0163,C0012,0.9926558110685144
C0163,C0104,0.9902864522140967
C0163,C0113,0.9454820699678406
C0164,C0166,0.965100796161973
C0164,C0172,0.9560532161223227
C0164,C0089,0.9526919419498657
C0165,C0004,0.9754779029572564
C0165,C0087,0.9563842887887798
C0165,C0082,0.9426777418934746
C0166,C0172,0.9936619547891803
C0166,C0086,0.9704070594953043
C0166,C0164,0.965100796161973
C0167,C0132,0.9922510644968595
C0167,C0073,0.9793735851232231
C0167,C0074,0.9717934386293515
C0168,C0187,0.9853660919724941
C0168,C0126,0.9839961700059182
C0168,C0006,0.9654180165218605
C0169,C0004,0.9782312469406791
C0169,C0153,0.9687306467203671
C0169,C0155,0.9383301017024451
C0170,C0100,0.9949261031196656
C0170,C0182,0.9841094204584035
C0170,C0037,0.9730163418131128
C0171,C0155,0.9853835290108565
C0171,C0153,0.9740549120835938
C0171,C0126,0.9676957746509791
C0172,C0166,0.9936619547891803
C0172,C0164,0.9560532161223227
C0172,C0089,0.9551731052355247
C0173,C0101,0.998579107066021
C0173,C0021,0.9803668518514689
C0173,C0175,0.9660938732370853
C0174,C0191,0.9930068052779155
C0174,C0137,0.9798679177477793
C0174,C0147,0.9746933111288828
C0175,C0101,0.9678794388333305
C0175,C0173,0.9660938732370853
C0175,C0165,0.9023316652181277
C0176,C0030,0.9917252658195475
C0176,C0029,0.9709976795192273
C0176,C0098,0.9330553966261088
C0177,C0142,0.9754940092066807
C0177,C0193,0.9676047463525933
C0177,C0027,0.9540969588453635
C0178,C0159,0.9802579609980114
C0178,C0110,0.8857015239751723
C0178,C0080,0.8788222679625849
C0179,C0037,0.9756345161839329
C0179,C0086,0.9365604000565737
C0179,C0170,0.9033561325604997
C0181,C0190,0.9844137015711414
C0181,C0001,0.9428883966580832
C0181,C0048,0.925156892075395
C0182,C0170,0.9841094204584035
C0182,C0100,0.961947811550908
C0182,C0124,0.9594043327744156
C0183,C0016,0.9762658054498059
C0183,C0067,0.9709612281785406
C0183,C0098,0.9395452463125689
C0184,C0001,0.9935361505529634
C0184,C0048,0.9784636787766446
C0184,C0120,0.9311550851213993
C0185,C0125,0.9814533735614038
C0185,C0116,0.9485919875014437
C0185,C0117,0.9239357108879954
C0186,C0005,0.9975528405534099
C0186,C0140,0.9889316692339528
C0186,C0146,0.975557871758368
C0187,C0006,0.9866486853287836
C0187,C0168,0.9853660919724941
C0187,C0126,0.9781513134276968
C0188,C0102,0.9881030970592226
C0188,C0148,0.963708989046189
C0188,C0096,0.9587112466254121
C0189,C0038,0.9762742410597581
C0189,C0160,0.9409569338384312
C0189,C0079,0.8215734025140149
C0190,C0181,0.9844137015711414
C0190,C0001,0.96452185148707
C0190,C0184,0.9310261333680422
C0191,C0174,0.9930068052779155
C0191,C0137,0.9921893057651245
C0191,C0118,0.9808358391554591
C0192,C0112,0.9995221199988241
C0192,C0120,0.9911617644947434
C0192,C0095,0.9729715605540643
C0193,C0027,0.9807679514378566
C0193,C0177,0.9676047463525933
C0193,C0142,0.9653784558127235
C0194,C0024,0.9958090072052911
C0194,C0139,0.9916886934030951
C0194,C0117,0.9729012474411223
C0195,C0012,0.9399949854763001
C0195,C0113,0.929399631683095
C0195,C0163,0.8969480346894143
C0196,C0100,0.9805143771139604
C0196,C0170,0.9563069292779537
C0196,C0037,0.9505188876729354
C0197,C0199,0.9999027042844474
C0197,C0119,0.9712753538680875
C0197,C0069,0.9549215283764709
C0198,C0009,0.9999798466237244
C0198,C0061,0.9686789989380407
C0198,C0062,0.9583373015341415
C0199,C0197,0.9999027042844474
C0199,C0119,0.9695130625913867
C0199,C0069,0.9587346765773489
C0200,C0022,0.9952903885277926
C0200,C0093,0.9689393959367939
C0200,C0145,0.9446468838625629
